time,wind_speed,wind_direction,power,density,temperature,pressure
2007-01-14 12:00:00+00:00,5.485185,27.912859,2.0215209,1.3527418,250.15465,98115.09
2007-01-14 13:00:00+00:00,4.300172,22.518831,0.8319494,1.3538164,250.0407,98167.195
2007-01-14 14:00:00+00:00,4.692999,18.19112,1.166126,1.3551008,249.74902,98183.99
2007-01-14 15:00:00+00:00,4.5165305,19.055967,1.0175471,1.3561878,249.88606,98212.29
2007-01-14 16:00:00+00:00,3.8741083,15.271228,0.5325447,1.3542482,250.4743,98245.78
2007-01-14 17:00:00+00:00,3.4814177,8.306572,0.3137684,1.3509022,251.15106,98254.87
2007-01-14 18:00:00+00:00,3.1319673,63.029667,0.13144636,1.3465586,251.93108,98241.44
2007-01-14 19:00:00+00:00,3.0121565,357.95886,0.08823372,1.3423877,252.66734,98226.02
2007-01-14 20:00:00+00:00,3.2524183,354.2804,0.19041716,1.3388647,253.25255,98209.164
2007-01-14 21:00:00+00:00,3.1188564,355.08643,0.12516949,1.3363668,253.52263,98187.5
2007-01-14 22:00:00+00:00,2.6972017,357.6998,0.0489839,1.3346481,252.94514,98157.44
2007-01-14 23:00:00+00:00,2.9535854,295.8921,0.06743473,1.3338041,252.37396,98153.47
2007-01-15 00:00:00+00:00,2.9071677,2.5189512,0.06418578,1.335713,251.68529,98163.086
2007-01-15 01:00:00+00:00,2.4862812,4.626255,0.03391354,1.3379569,250.38011,98154.54
2007-01-15 02:00:00+00:00,2.3827183,322.559,0.026528755,1.3400688,249.55385,98122.414
2007-01-15 03:00:00+00:00,2.676417,339.2257,0.04784062,1.3420628,248.89394,98078.01
2007-01-15 04:00:00+00:00,2.6138692,328.27927,0.04344507,1.3447199,248.3324,98055.73
2007-01-15 05:00:00+00:00,2.5556066,319.4767,0.039338503,1.3470869,247.70348,98029.63
2007-01-15 06:00:00+00:00,2.3313262,308.242,0.023193927,1.3491405,247.15694,97994.62
2007-01-15 07:00:00+00:00,2.030496,297.46506,0.0035852802,1.3514429,246.65239,97971.586
2007-01-15 08:00:00+00:00,2.0989287,288.04486,0.008351174,1.3536206,246.15698,97959.82
2007-01-15 09:00:00+00:00,2.5709474,290.993,0.040797483,1.3546556,245.82689,97942.28
2007-01-15 10:00:00+00:00,2.5938363,293.12448,0.042472932,1.35501,245.6336,97913.06
2007-01-15 11:00:00+00:00,2.2797701,293.1864,0.019739347,1.3559698,245.47998,97902.6
2007-01-15 12:00:00+00:00,2.0788581,299.64688,0.0051997253,1.3568057,245.21623,97902.445
2007-01-15 13:00:00+00:00,2.1653073,294.6201,0.011435337,1.3558868,244.89095,97890.09
2007-01-15 14:00:00+00:00,2.183122,287.9192,0.0127165085,1.3556093,244.67937,97862.4
2007-01-15 15:00:00+00:00,2.343836,289.95804,0.024315352,1.354303,246.17169,97846.445
2007-01-15 16:00:00+00:00,2.2845013,274.9446,0.020529402,1.353068,248.65985,97847.91
2007-01-15 17:00:00+00:00,1.8191713,269.95764,0.0004449548,1.3463054,250.6074,97833.02
2007-01-15 18:00:00+00:00,1.7963215,267.07474,0.0,1.3379107,252.23553,97807.31
2007-01-15 19:00:00+00:00,2.0264904,262.8654,0.0025357674,1.3312966,253.4847,97790.305
2007-01-15 20:00:00+00:00,1.9539981,253.32988,0.0,1.3274504,254.15788,97779.01
2007-01-15 21:00:00+00:00,2.248963,245.69469,0.016475437,1.3256303,253.4225,97775.73
2007-01-15 22:00:00+00:00,2.9244442,250.94775,0.0854553,1.3254806,250.53224,97759.24
2007-01-15 23:00:00+00:00,3.40994,253.1425,0.26617283,1.3265462,249.29443,97758.18
2007-01-16 00:00:00+00:00,3.1423903,250.0301,0.1353923,1.3292376,248.71411,97779.23
2007-01-16 01:00:00+00:00,3.1810558,248.3708,0.15164886,1.33093,248.12688,97786.94
2007-01-16 02:00:00+00:00,3.4676647,242.5374,0.29819503,1.3318478,247.57094,97762.836
2007-01-16 03:00:00+00:00,3.724788,239.73071,0.4304595,1.3318774,247.17012,97733.6
2007-01-16 04:00:00+00:00,3.956487,236.67584,0.552935,1.3323781,246.87206,97725.68
2007-01-16 05:00:00+00:00,4.179031,234.40956,0.71114874,1.3331426,246.6925,97725.22
2007-01-16 06:00:00+00:00,4.186657,229.57597,0.7173235,1.3328534,246.53151,97707.13
2007-01-16 07:00:00+00:00,4.8692565,226.45062,1.3103027,1.3311211,246.36214,97690.125
2007-01-16 08:00:00+00:00,5.7138677,226.41335,2.2469902,1.3277733,246.41728,97677.6
